site,treatment,time,day,month,year,start_latitude,start_longitude,end_latitude,end_longitude,estimated_depth_pole_1_m,estimated_depth_pole_2_m,width_net_aperture_m,distance_walked_m,observer,weather,wave_conditions,species_code,sex,fish_length_carapace_width_mm,entered_by,checked_by
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,F,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,F,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,M,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,NA,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,F,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,M,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,M,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,F,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,F,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,M,,AJ,AJ
Bayside,Control,,7,7,2023,42.321252,-71.043365,42.321014,-71.042705,0.38,0.38,6.5,46,"CRM, LD, AJ",clear,flat,CAMA,M,,AJ,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,MNLE,NA,,ML,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,CAMA,F,,ML,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,CAMA,M,,ML,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,CAMA,M,,ML,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,CAMA,M,,ML,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,CAMA,F,,ML,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,CAMA,F,,ML,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,CAMA,M,,ML,AJ
Bayside,Control,,17,7,2023,42.321763,-71.043116,42.32231,-71.043450000000007,1.2,0.6,6.3,57,"CRM, LD, ML",clear,flat,CAMA,F,,ML,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,ALSP,NA,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,UFIS,NA,,AJ,AJ
Bayside,Control,,18,7,2023,42.321787,-71.043055,42.32182,-71.04314,0.75,0.35,5,50,"CRM, LD, ML, AJ",cloudy,flat,UFIS,NA,,AJ,AJ
Bayside,Berm,,5,7,2023,42.330233,-71.045547,42.323221,-71.045029,0.33,0.23,6.2,38,"CRM, AJ, ML",clear,flat,CAMA,M,,ML,NA
Bayside,Berm,,5,7,2023,42.330233,-71.045547,42.323221,-71.045029,0.33,0.23,6.2,38,"CRM, AJ, ML",clear,flat,CAMA,F,,ML,NA
Bayside,Berm,,5,7,2023,42.330233,-71.045547,42.323221,-71.045029,0.33,0.23,6.2,38,"CRM, AJ, ML",clear,flat,CAMA,M,,ML,NA
Bayside,Berm,,17,7,2023,42.321794,-71.043183,42.32337,-71.04591,1.15,0.5,7,30,"CRM, LD, ML",clear,flat,CAMA,M,,LD,NA
Bayside,Berm,,17,7,2023,42.321794,-71.043183,42.32337,-71.04591,1.15,0.5,7,30,"CRM, LD, ML",clear,flat,CAMA,M,,LD,NA
Bayside,Berm,,17,7,2023,42.321794,-71.043183,42.32337,-71.04591,1.15,0.5,7,30,"CRM, LD, ML",clear,flat,MNLE,NA,,LD,NA
Bayside,Berm,,18,7,2023,42.315028,-71.041223,42.323284,-71.045589,0.58,0.35,5.5,45.4,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,NA
Bayside,Berm,,18,7,2023,42.315028,-71.041223,42.323284,-71.045589,0.58,0.35,5.5,45.4,"CRM, LD, ML, AJ",cloudy,flat,CAMA,F,,AJ,NA
Bayside,Berm,,18,7,2023,42.315028,-71.041223,42.323284,-71.045589,0.58,0.35,5.5,45.4,"CRM, LD, ML, AJ",cloudy,flat,CAMA,M,,AJ,NA
